"","EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10"
"24",1.67979466055654,2.27711562162317,2.35855987813384,1.87816058257208,2.26008306630659,2.46085792965611,1.71883526956035,1,1.81910800905489,1.39954978447459,3.3763198635941,2.65457185324657,3.71693716804247,4,2.75432489487218,2.71614543096341,3.05637417158851,2.41327433901771,2.81440516702724,2.9146066936614,3.58052718248265,3.05896508058087,3.43898685401582,5,3.25695261983625,3.6167135815042,3.27934851972423,3.2389441740446,3.45986589680152,3.0605054717637,2.57936275908318,2.28086742403088,3.41622208877026,2.35698743311112,1.81665981707734,2,3.14023385454151,3.08083619347998,2.49823386492225,2.75788111554131,2,3.20102406547171,3.39716434647603,3.36100276311559,2.83906578383048,3.23819189221902,3.14131401888941,2.05848890482571,3.88065847673084,3.18192119790175
"25",2.07421056281411,2.81774538943649,3.47542896679794,2.30214136453603,3.07576551775861,3.55874402956744,2.41797437318366,1,2.03336725259125,2.01926349951663,2.93939395865982,2.2795582178745,3.59941553036147,2,2.17619717160306,2.23382709338241,2.37667037760285,1.99932560630534,2.27716620532689,1.75734691831309,4.07682165548761,3.89667143169604,4.43862044648662,5,4.02031735036276,4.07857308577604,3.9198464836793,4.14037427909151,4.33769173479626,3.97674052012881,3.90030954778894,4.13886023966276,4.36092262943359,3.86019078722831,3.22337678075999,5,4.21887838177704,4.19875253073671,3.83764751559533,3.91834702186543,4,4.06065505065746,3.73822709644984,4.12026295283974,3.7569644358436,3.94306060604884,4.15885537720687,2.97756564675817,4.39844494107412,3.9780783217432
"26",2.01048435034863,2.62274571898525,2.65812984599434,2.48007536088709,2.69965645879277,3.03985942866075,2.21333599334141,2,2.66205254877811,1.98031906808361,2.83699064374779,2.18106661865229,3.2952268828995,3,2.35309804328784,2.3830098246332,2.52352898096775,2.22900657769615,2.57779005878828,2.05818091286884,3.13521485298166,3.01979990700842,2.61190252389048,3,2.6914066001488,3.10866502656813,3.21737988047476,3.07947667284951,2.79542439892345,3.02139999784779,2.906765245409,2.69942945766829,3.48351003697109,2.77921498257365,2.24993220297592,4,3.20377691847154,2.59673271686179,2.5424159652182,2.87606103001114,2,3.09440621564006,3.27673572135112,3.03722443606555,3.38088554451307,3.37656190368231,3.51869512197553,2.40352548993521,3.63887103111732,3.33805874286465
"27",2.86165632636886,3.4392269947094,3.23888983955794,3.00078497192928,3.25737581621185,3.98247261407874,2.81650297357245,5,3.20108376670023,2.82042385716288,3.84381471519279,3.30292644533709,4.23890406995318,3,3.34003869998658,3.44449956120737,3.62329951184375,3.30298209324395,3.84771471805889,3.76203412678315,3.95982080424047,3.71582959968673,4.1217619899041,4,3.73953192273338,3.59831608424299,3.5594819922925,3.73600298686583,3.69656955198151,3.92288440767851,3.62069865542902,3.1204870784554,4.38233887871216,3.74197252055827,2.97961244019835,5,3.94006294839409,3.74354608539464,3.09883603404909,4.243152715345,2,4.72397423473696,4.76562245646415,4.7829294754383,4.44718368233781,4.98422595133924,4.92421233396308,4.54851737575658,4.88533242090859,4.78421370456237
"28",1.56513306591752,2.40268807718568,2.44360642622361,1.74014071426169,2.84753698214033,3.08626948613119,2.06371921221869,1,1.70849835367467,1.523145601666,2.94857630283406,2.52546350258907,3.70609945521369,3,2.42413608255879,2.44546932904249,2.58744813812322,2.04484160118049,2.60809632369627,2.22273488364624,3.8202565310753,3.80017505888614,3.74602909421505,4,3.66061613228499,3.60476468281916,3.69876062788456,3.80040262899679,3.66201034685581,3.7223604974766,3.44329037146167,3.66236886359081,4.14332430774023,3.78415400933845,2.96469252369034,4,3.9842440152893,3.88451069361359,3.58351118108821,3.74471257509105,4,3.84310918809141,3.6845132369347,3.98291945508801,3.6664650822836,3.68440385943914,3.78614659405838,3.54100429106313,4.16202510102481,3.82493653373183
"29",2.19522927035156,2.59259296862941,2.73306293018162,2.23605761632685,2.95332999649416,3.39372900916094,2.43511100300766,2,2.4335385586983,1.95587148895145,4.13540736584991,3.3551832694854,4.4978224330359,5,3.29260455197071,3.51680217367295,3.87631788305236,3.636342589977,3.63833889935704,4.31707467304884,4.23298683714388,3.93191028566014,3.53454291479323,4,3.95394713208491,4.2746140092539,3.99318464721751,3.63537613380617,4.03353284195064,3.57482211612611,3.11421468676253,2.47431129583773,4.09501525525711,2.71491698526429,2.0166123874638,2,3.71497095311975,3.29602573213766,2.71331628109958,3.99742798780381,5,4.53540196616073,4.8739876610216,4.67496306616284,4.25339280093155,4.69403544957124,4.53571750127927,4.53569492814437,4.73187424543597,4.63355102903453
"30",2.11171061098774,2.83335239322752,3.41236061370566,2.2318975865566,3.35194694538532,3.45198778190488,2.53119284405242,2,2.47529954997047,2.39136096356352,2.3134426375828,1.99235969368858,2.83607830490736,2,1.9714103237802,2.09132472259072,2.07044176330248,1.71030436942659,2.18932445905165,1.59155693953484,3.8529297094046,3.77174026982109,3.7928522794121,4,3.49239107875841,3.74937608611993,3.59219400063116,3.61006157733871,3.8506256692403,3.73039774543152,3.77058254098798,3.58832458769923,4.03152468637194,3.7704918101416,3.19071178948457,4,3.79064843768752,3.7511585616952,3.41330988129592,3.8940886291757,4,3.99250515200095,3.53162618732982,3.79042160578831,3.75256073924035,3.7301163259129,4.25039738702852,3.29064038666637,3.98880717361713,3.73204696618186
"31",1.89713353645001,2.27768171738192,2.31450661389913,2.09477780594539,2.4165146028815,3.01692329422816,2.09802494125585,1,2.27380139321916,2.01742664872518,3.05665973147145,2.64521692834735,3.67381394345601,5,2.60046332504314,2.81697697677022,3.03653105416021,2.88020050228473,3.32069034357802,3.16086495775254,2.71702651818596,3.03263168280645,2.89630327822695,2,2.95606652704345,2.83308223225539,2.59104734383838,3.02000464480751,2.81158846361943,2.88989044949363,2.87350222856924,2.57143146124121,3.77364267053139,2.88565520752212,2.17615789951728,2,3.31486400602071,3.11247242857872,2.43055118088022,3.63316810928072,5,3.8377201061309,3.87379253447825,3.83895417190686,3.73277493145794,4.09464848893684,4.01308046497173,3.38224835919998,4.13921004895366,4.13279723634056
"32",2.43885467773182,3.24046097703454,3.20064424288058,2.89475005411082,2.89984509923539,3.91698819882945,2.63782191790902,3,2.89912034871317,2.46417658522213,2.97750468185132,2.63873481401825,3.43753408534905,3,2.47962197386832,2.5597462672741,2.97805907227797,2.71953635323794,3.01595318473713,2.45925550626424,3.64092083596711,3.62105877257488,3.66631798620767,3,3.35864430030384,3.36087711990489,3.50074470364474,3.48211822891325,3.4018818909766,3.33902714385597,3.50944180047092,3.46957666496523,4.08441436137895,3.96811686533613,2.98354269549399,4,3.92613165255843,3.89912312734668,3.44834571854335,3.98010524856964,4,4.10068286769711,4.13451729188483,3.98135339762969,4.21835743834163,4.21987981684203,4.38263687430675,3.21851795466268,4.20212412236076,4.47598633849241
"33",3.49426503345397,4.37413886654154,4.55192395271076,4.13476399541584,4.45508314989267,4.51487229376759,3.83310202761707,5,4.35304966901509,3.71653654229618,2.68565982902871,2.71088753162999,3.22749902111297,1,2.44288424107237,2.70667478470231,2.64775540410722,2.40750281469425,2.88875339866139,2.20894097388492,4.36630946808067,4.73029836785797,4.34791096013748,4,4.27160567343631,3.90713457269349,4.75177887267545,4.35158678986452,4.19126165548991,4.39214200971483,4.37195633649235,3.87411316393563,4.6721366018891,4.68838025944565,3.55315099662134,5,4.37208199037598,4.47110082449453,4.08978277235571,4.42989932819367,5,4.71044022016011,4.47108757381153,4.46929363422729,4.59111977813088,4.33036388375486,4.67167078223248,4.03167110357736,4.40935562158108,4.65320565167965
"34",2.90588769315372,3.58567351759831,3.70762103683065,3.52623477895053,3.6890266593456,3.94606702696055,3.1848696120443,3,3.19038126993703,2.9268286379507,4.14987557851939,3.62865474694766,4.50286687507046,4,3.32090302267879,3.35956394552,3.65316515353795,3.39531399073982,3.69063913471497,3.20329071512308,3.85917962135533,4.02265575802762,4.34111155851762,5,4.10210218613889,4.41196839422961,3.9963541497226,4.30222911679867,4.33788758505139,4.03853580527895,3.86094662035843,3.81919556794924,4.18538241753782,3.77549092255591,3.13900924318335,4,4.14046453252912,3.94521061754502,3.80091587621818,3.9844549923035,3,4.07227888057892,3.96284366503187,4.16955463444072,4.00858361073967,4.00361993891808,4.05176861857872,2.95659711423991,4.44778259946261,4.16822010770383
"35",1.50103034200864,2.36075844159129,2.23924492131807,1.982320278291,2.48228497290383,2.5813831938844,1.86124670639541,1,2.16162685062575,1.68260819908473,2.1798546451027,1.74407134734545,2.7655603069825,5,1.64321119065204,1.7027058064765,2.02477547303566,1.76491212949016,1.80178243750707,2.00185771481906,2.44017364067172,2.57987525508238,2.59852264278302,2,2.6034583444572,2.6228144375644,2.70141873449785,2.54446946644851,2.54103159011879,2.7422473006483,2.59664865409509,2.32234785084036,3.11742279549021,2.6204235257943,1.73760962656831,1,2.85953656705337,2.56218273054719,2.40144443023501,2.73723649365253,3,2.72068781255854,2.84319060791425,2.54213259594522,2.98225720273311,3.0605688764427,3.12119812270523,1.97901354675775,2.95573882510268,3.0806481902958
